house_name,z_estimate,estimated_range_min,estimated_range_max,user_id,city_id,neighborhood_id,prices
'0120 Caitlyn Center',513736,502432,525040,45,2,41,'924175 924209 930503 934818 934518 941611 944375 945767 948761 952622 955701 962204 962794 969663 972900 973281 976727 980649 983668 987444 990971 993973 997934 1001825 1008038 1008473 1012230 1015452 1022284 1025607 1028594 1028858 1035668 1039221 1043145 1046769 1046594 1053792 1056740 1059985 1063486 1064367 1070417 1074174 1074679 1078411 1084479 1088340 1089320 1092023 1096007 1099252 1106153 1106156 1112712 1116789 1119933 1123711 1126733 1127353 1130747 1134663 1138252 1144514 1148292 1148253 1151511 1157955 1162091 1165459 1168968 1169072 1175650 1176673 1179669 1182853 1190052 1190253 1196886 1200141 1204078 1203932 1210846 1211273 1217980 1218028 1222183 1225818 1231856 1235637 1239303 1239408 1245829 1249134 1250227 1253416 1257190 1260029 1263660 1266951 1271179 1273940 1280351 1284535 1285283 1288027 1291896 1294965 1302005 1302391 1308409 1308956 1313271 1316738 1319907 1323234 1326738 1330142 1333674 1340038 '
'1639 Felipe Springs',795891,783737,808045,6,3,9,'799223 805796 806528 809471 816471 819865 820063 826806 827284 833482 833867 840999 840833 844150 847874 851765 855501 861693 865019 868045 872522 872189 879125 879089 885710 886651 890189 896126 897453 903621 903611 907329 914406 914257 920632 924541 924585 928417 931785 938281 938990 942508 949049 952582 953240 956588 959776 963141 969567 974007 973980 980705 984504 984302 987588 994455 998172 1001626 1001675 1005059 1009003 1012630 1016261 1019976 1023284 1026566 1033514 1036780 1040114 1043929 1047288 1047541 1053690 1054312 1057986 1061802 1068434 1071295 1072003 1075288 1081785 1082726 1086362 1092488 1092796 1096261 1102644 1104021 1107276 1110289 1113843 1120932 1124024 1127341 1130993 1131419 1138506 1141604 1144615 1145977 1151816 1155679 1159472 1159174 1165669 1169930 1172634 1176352 1177155 1180639 1187375 1187753 1194296 1194680 1197920 1201266 1207901 1208106 1214822 1215890 '
'270 Abigale Island',541149,525716,556582,83,7,49,'596978 600323 600204 604104 607198 614300 614324 618242 624451 625033 628429 635479 635065 641618 642398 646316 652665 652593 656902 659772 667008 670198 670306 677348 677650 681191 687064 687561 694787 698537 701546 701579 705671 709349 715862 716178 719995 723259 729676 733001 736061 740277 740574 747399 750948 750962 757724 760603 764857 767929 771402 775270 775469 781618 785253 788914 789160 795761 796279 802850 803219 810231 810736 813663 820657 820901 827961 830616 834565 837571 838829 842250 848230 851905 852476 858650 859075 862760 866482 870202 874052 879898 883565 886807 891035 890905 897980 901392 901162 905323 911850 915259 918178 919205 925442 928771 929185 936199 939805 939965 946672 947539 953251 957296 957938 960588 968052 968108 971144 975216 981101 984795 985750 992408 992583 995636 999407 1002978 1007024 1012940 '
'981 Ricky Island',874130,857426,890834,60,9,46,'821580 825520 828898 835416 839144 839528 845618 849013 852860 856201 859716 859887 866626 870347 870303 874632 880600 881699 887428 887953 895179 894997 902107 902631 908346 908804 912491 919077 919554 923696 926337 930495 933828 937695 943981 944095 951193 954665 955009 958684 961989 964971 969073 975469 979064 979093 985337 986178 993077 992941 1000045 1000226 1006451 1006848 1013319 1016738 1017711 1021173 1024709 1028537 1031261 1038507 1041947 1042601 1049091 1052110 1055483 1059005 1059456 1065825 1066597 1073640 1073617 1077252 1083451 1084394 1091100 1094238 1098018 1101004 1102086 1108324 1112042 1115578 1118972 1119272 1125996 1129177 1130094 1135808 1139700 1142782 1144135 1149792 1150925 1154315 1160324 1164126 1164382 1170878 1172099 1178119 1178553 1185107 1185617 1191832 1192738 1198879 1202338 1206009 1206443 1212776 1213510 1220249 1223371 1224272 1231104 1231229 1237355 1238216 '
'0472 Magali Haven',959689,947393,971985,2,11,12,'818699 822048 826108 829444 832535 838885 842786 846364 849548 849954 856799 860721 864055 866818 871237 873911 874691 878297 885035 884803 889211 891937 898942 899368 903247 906538 912356 915896 920121 920141 923835 927708 930471 937308 937714 941776 948211 950897 952273 958341 958384 962075 966293 972361 973214 975952 982531 983756 986930 993091 993447 1000159 1003749 1004603 1007389 1011496 1015153 1018579 1024499 1028249 1031428 1035358 1035607 1039507 1042318 1046108 1053088 1053660 1056438 1063565 1066836 1067605 1070791 1077139 1078128 1083988 1088267 1091241 1091998 1097864 1099165 1105511 1106293 1112371 1115691 1118830 1122799 1126754 1129974 1133278 1137198 1140336 1140571 1147352 1147570 1150882 1154508 1161426 1164778 1167999 1171615 1175520 1179209 1182270 1185301 1186182 1192882 1193080 1200163 1202859 1203835 1210549 1211219 1214705 1221273 1221459 1224606 1231735 1234882 1234945 '
'70956 Renner Via',977243,966369,988117,85,13,39,'596567 597343 600910 604802 611095 611671 618110 621425 624791 628353 628578 635658 639040 642386 643330 646085 649428 653253 659707 663494 666635 670373 673834 677828 680795 681412 688368 691669 692259 695878 701594 705504 708497 712395 712527 719374 722656 723093 729524 732965 734308 737305 743773 744289 750907 754152 758125 758222 762054 765135 768864 775279 775921 779015 782724 786574 792686 796822 800119 800361 806498 807682 813688 817024 818358 821074 828347 831613 834481 838614 838877 845205 845711 852250 856296 856558 863151 866432 867207 873075 876550 877661 883890 883965 890562 891317 895235 901673 905386 904998 908904 911939 915666 919762 926386 926826 929985 936860 940342 943221 947186 947835 954188 957039 961031 961424 968178 968659 972294 977903 981868 984923 988596 989289 995600 996837 1002965 1002920 1009783 1010531 '
'8029 Bogisich Road',594555,579752,609358,23,1,16,'718776 724859 725525 731904 732690 735411 739847 743290 749042 749437 753321 759794 760628 766746 767119 773580 774480 777920 781080 784498 788323 795203 798442 798764 805390 806202 812092 815866 819029 822798 826840 830192 833535 833979 837339 840998 843899 847748 853958 855328 858581 861504 868525 871479 875451 875947 882507 886057 888917 892649 893398 897313 900186 903503 910102 914170 913932 917843 924534 925015 928759 932132 938646 939295 945133 946008 951894 955711 958885 962776 963179 970237 973664 974197 977134 983545 984097 991252 991712 997500 998648 1001674 1008345 1012032 1012380 1018584 1022599 1025633 1029790 1030257 1036588 1037125 1043264 1044026 1050195 1053807 1057597 1061291 1061485 1064363 1071749 1071373 1077975 1082077 1085552 1088985 1092622 1092553 1096797 1099850 1106618 1109703 1110440 1116380 1120461 1120768 1127009 1127869 1134244 1134759 '
'0309 Korey Manor',835064,818045,852083,83,19,27,'885190 888030 891580 897993 902105 902359 905652 908933 915621 915764 922560 923696 929389 930498 933935 940045 941155 943832 950673 954651 957692 961598 964524 964809 968386 972201 978865 981718 982656 986671 989910 993150 997117 1000203 1003943 1007700 1013300 1017002 1021107 1021202 1024260 1028453 1031970 1038055 1039183 1041839 1045445 1049015 1053072 1059268 1062885 1066563 1069669 1069974 1076750 1077315 1083480 1087404 1088010 1091476 1094654 1101014 1102133 1105612 1109014 1115122 1118308 1122260 1123142 1126452 1132624 1133428 1136373 1140161 1146217 1150155 1150838 1157195 1157481 1161400 1167444 1171471 1171989 1178552 1178898 1185133 1186047 1192347 1192528 1195718 1199307 1203028 1206414 1209848 1213465 1219728 1223710 1227189 1230537 1234102 1237912 1237886 1241561 1247863 1248880 1252123 1258466 1261896 1263076 1266278 1269855 1276173 1279798 1280347 1286649 1290128 1290494 1294518 1297706 1304137 '
'81264 Kiehn Ford',627709,608567,646851,21,17,49,'569645 576653 579708 582723 586831 587200 593563 593726 598072 600812 607756 608363 612112 614727 621412 625672 625940 631997 632629 636167 639370 646569 649466 650134 656725 656951 660657 664490 667696 670869 675141 678199 685136 685202 688791 692067 698607 699071 702987 708719 713072 712750 716580 723574 726467 727045 730417 734066 737903 740942 747702 750686 754782 757702 758891 762001 765629 769466 772405 778695 782637 783154 789389 792897 797081 800430 804076 804456 807968 810910 817999 817796 824742 825280 832043 835040 835311 841843 842948 846017 852706 853670 859362 859823 863751 867416 870313 874669 880788 884550 887512 888480 891413 898247 901762 902335 906126 908943 913132 919525 919797 922733 926759 933455 933222 937551 943836 947211 948176 950908 954913 958027 961747 968346 971822 972198 975534 982465 982494 986157 '
'71266 Timmy Rapid',742345,728150,756540,11,2,11,'937491 940940 945052 947987 948808 955168 958979 962310 962688 969263 970128 973676 979471 983734 983661 987612 993779 994688 997480 1004292 1004338 1008442 1014922 1018412 1021573 1025623 1028325 1031997 1032329 1036620 1040233 1042987 1050208 1050560 1057172 1057481 1063517 1064064 1067434 1071652 1077375 1081692 1081973 1088377 1088926 1092118 1096247 1098877 1105298 1106648 1109428 1116334 1119933 1123395 1123403 1129831 1131121 1136792 1140432 1144649 1147287 1148031 1154788 1155521 1162005 1164906 1166254 1169663 1176165 1176696 1182266 1185798 1189573 1193156 1197228 1200245 1200676 1207338 1210801 1214362 1217884 1218472 1221656 1225458 1231744 1232274 1236253 1242411 1245559 1249521 1252293 1255846 1259752 1260065 1263375 1267764 1271234 1274616 1281140 1280769 1287657 1291731 1295237 1298552 1301410 1305499 1306061 1308923 1315522 1316596 1320227 1326383 1327109 1333109 1334159 1340563 1344109 1344304 1350590 1354233 '
'2657 Haley Landing',990447,975227,1005667,22,9,20,'760351 761384 767472 771033 775176 778478 778647 785560 785635 791937 795568 796193 799764 803826 806702 810390 817068 819931 820603 827150 828223 834104 837392 841396 842096 844875 851491 855727 858881 858929 865603 866187 873313 875842 877148 879961 886943 890057 893430 894081 900578 901573 908165 908488 915199 915467 921843 925160 926108 929129 933034 935930 939347 943111 947086 950430 956558 956986 963414 963867 967330 974732 978298 978385 984918 988207 988618 995277 999279 999734 1006220 1009537 1009638 1016791 1019464 1020070 1026945 1030648 1033790 1034072 1038124 1044215 1044666 1048799 1051494 1054876 1058621 1065193 1066113 1068961 1076158 1078959 1083110 1083057 1086856 1090208 1096910 1097165 1101020 1104801 1110991 1110834 1118294 1117905 1124472 1125283 1128790 1135131 1138413 1139057 1145855 1149800 1153056 1153030 1156850 1163496 1166402 1167654 1173382 1177060 '
'97887 Burdette Coves',552522,536859,568185,16,15,17,'704785 708612 711904 715313 721808 724905 725868 732826 732959 739827 742452 746303 750119 750353 756394 760474 764217 767346 770409 774561 774495 781172 784377 788181 789236 792761 798376 802073 805458 805943 813286 816420 816830 819947 824020 830408 833368 834398 840636 841224 847451 851356 854596 858285 859220 865243 865651 872565 875596 879604 880097 883742 886850 890191 894163 897175 904182 907022 910397 911162 914431 918150 925058 928466 928634 932460 936056 939746 946348 949260 952527 953829 960313 963622 966832 967073 974010 973926 980522 981816 984826 991772 991443 995679 1001645 1005397 1009101 1012520 1015849 1016342 1020123 1023138 1030033 1033645 1033583 1040588 1044008 1043948 1050580 1051145 1055245 1061320 1065046 1068490 1068554 1075676 1076009 1079598 1085998 1086462 1093083 1092870 1099367 1103351 1107067 1110378 1111211 1114546 1117390 1124364 '
'9694 Mabel Way',953608,935688,971528,44,7,41,'943672 947448 950129 950803 957957 961236 964750 968047 968230 974898 975509 979200 982054 989081 989096 995787 996264 999669 1003606 1009622 1010561 1013726 1020370 1020516 1024452 1030883 1031546 1037721 1038926 1041721 1045934 1052367 1052801 1055803 1062210 1066341 1066434 1073384 1073607 1080302 1083113 1083537 1090231 1090681 1097355 1100821 1104887 1107848 1111705 1114677 1118375 1118588 1122766 1128900 1129719 1136277 1139856 1142780 1146157 1147410 1150399 1153663 1157910 1161400 1167861 1168113 1174942 1174585 1178328 1185037 1188296 1191656 1195648 1199002 1202703 1205745 1206774 1210444 1216368 1219586 1220434 1224030 1230845 1230881 1234861 1241300 1241229 1247883 1251576 1251629 1255638 1262309 1262546 1266302 1269161 1275843 1276663 1282662 1286160 1286864 1290404 1297488 1297826 1300892 1307603 1310696 1314538 1318118 1321162 1322278 1325650 1329415 1335527 1339370 1342840 1343205 1349959 1352990 1353698 1357027 '
'197 Jennie Pass',536423,523321,549525,16,7,18,'841925 842816 845867 852712 856224 859425 859490 866490 867361 870364 873447 877837 880680 884099 891283 891443 894871 900896 901579 905632 911806 912716 918811 922727 926018 926077 930264 935951 939956 940175 943748 947060 951089 954339 957605 961528 965231 971301 971621 978535 979244 985049 985431 989235 993106 999791 1002885 1003587 1009585 1013485 1017250 1017567 1024124 1024400 1030845 1034607 1034871 1038248 1042310 1047931 1051767 1054984 1058733 1062189 1065581 1069233 1073183 1076231 1080350 1080845 1086378 1086872 1090588 1097831 1097843 1103941 1104701 1107934 1112101 1115226 1121485 1122353 1126187 1129091 1136067 1136088 1142372 1146244 1150063 1153393 1157216 1157849 1163376 1164459 1171017 1171422 1174558 1181707 1181720 1185323 1189090 1195554 1196178 1199219 1205726 1209006 1212545 1216395 1219863 1222879 1224102 1227060 1230880 1236968 1240654 1244147 1245217 1247918 1254682 1255261 '
'082 Monahan Mews',731166,718999,743333,78,11,5,'696046 699978 699918 706971 707451 713337 713780 717636 723930 724683 730939 731913 738072 741913 742400 745491 748834 752211 755956 759279 763268 766297 772742 773910 777044 784085 783768 791159 790840 798080 797996 801288 808240 811451 812166 818905 819283 822746 826490 832409 833545 836551 839902 843399 846873 854029 857164 857657 861319 864699 871264 871208 875345 881945 884982 889003 888874 892195 899587 900128 905935 906659 913356 913640 916939 920481 923760 927319 931293 937705 941185 944994 945132 948856 955111 958711 962147 963095 969371 972348 973558 976750 982817 983977 990010 994049 994372 1000441 1004678 1004900 1011137 1011284 1017954 1018410 1024862 1025825 1029244 1035851 1039112 1043093 1043274 1046290 1050580 1057013 1059863 1063822 1063930 1068109 1073907 1077794 1081251 1081284 1085284 1091867 1095107 1098879 1099457 1105258 1106618 1113138 '
'81617 Weissnat Springs',538902,526303,551501,91,8,40,'674075 674965 678717 684651 688259 688346 695110 698915 699100 703038 706510 709528 713078 716461 720335 727291 727070 734044 737612 738266 741399 748285 748472 755117 754986 759314 765416 765851 772651 772598 776402 779758 786262 786997 793213 797044 797690 800408 806915 807482 811627 818134 821705 824663 827998 828784 831969 835740 839138 845686 846355 853203 856337 856910 863190 866898 870375 870923 874460 880827 881064 885306 891644 895297 895307 902296 905066 908584 912005 912793 915939 922881 925883 926913 933247 937203 940400 943384 946954 950933 951520 954698 958516 964553 965599 972318 975824 976255 981985 985914 986488 989947 993365 999663 1003037 1004322 1009984 1013798 1017340 1018197 1024457 1024722 1031294 1035162 1035832 1041497 1042815 1045513 1048836 1052508 1059669 1059801 1063428 1069547 1073608 1073588 1079838 1080348 1087513 1087599 '
'6841 Marjolaine Knolls',902520,886231,918809,96,8,1,'910524 913618 917042 923656 924007 931119 931403 937631 938560 941730 948589 949206 955266 955812 962561 963323 969569 969408 973170 976505 979883 984065 990432 990537 997545 1000893 1004193 1007951 1007870 1015310 1018377 1021398 1022010 1029054 1032401 1033109 1039111 1039890 1046428 1046766 1050750 1056729 1057549 1064326 1067074 1071264 1071710 1074646 1081009 1082079 1088487 1088623 1095122 1095933 1098879 1106306 1109385 1109423 1113443 1116581 1123426 1126673 1130527 1134154 1133991 1141197 1141350 1144443 1148391 1152063 1158287 1158784 1162640 1165476 1172275 1176207 1176765 1182641 1183003 1189880 1193173 1196491 1200585 1204333 1204060 1207803 1214644 1215348 1218459 1221858 1227927 1228651 1235518 1235439 1242530 1243298 1249575 1252506 1252927 1260183 1260556 1264056 1267737 1270889 1274471 1281011 1284095 1284592 1291018 1295121 1298770 1298452 1302539 1308588 1311941 1315399 1319012 1319557 1326102 1327323 '
'514 Frami Tunnel',881662,870897,892427,68,5,17,'794225 797754 798928 802060 808334 809101 815610 815767 822742 826410 829753 830051 833495 836809 840519 843659 847203 851162 854545 858319 864340 864747 871225 871887 875139 879157 882328 888630 889180 895559 896794 902705 903223 906844 910069 913501 920004 920708 924396 931187 931415 938316 938217 941746 948783 949099 955754 955458 959035 962710 965978 973142 973489 979906 980791 984143 990029 991321 997462 998215 1004873 1008121 1011053 1014978 1018316 1018658 1022740 1029118 1032897 1033041 1036216 1040172 1043375 1047184 1050383 1054228 1057778 1064292 1067182 1070827 1071124 1074525 1081395 1081890 1088338 1092094 1095037 1095609 1099314 1105531 1106020 1113294 1116782 1117323 1123914 1123699 1127609 1134271 1137795 1138115 1141393 1148134 1151304 1154545 1155596 1161921 1165815 1169413 1169735 1175644 1176214 1179745 1186139 1190318 1190338 1196808 1197198 1201198 1204599 1208210 '
'96863 Stephon Ville',635019,619410,650628,13,15,25,'631985 635062 641731 641915 646177 652367 655615 659471 663362 666235 670118 670615 673649 680769 681009 684367 687988 691670 697660 700888 704879 708844 712267 715128 715941 722288 725794 728876 729809 733617 737263 743467 746648 747356 754344 757070 757505 760969 767518 768371 772172 775306 779254 782495 789359 789638 793340 796838 803348 803155 806394 813276 813576 817818 823772 824742 830553 831793 838187 840938 845342 844970 852204 852628 858748 859857 862383 868990 873075 876825 876554 880780 884182 887003 893450 897776 897963 901373 907759 910967 912340 915444 919029 922061 925794 932400 935532 936305 940245 943002 949760 950509 954309 957791 964166 964533 971078 974734 975341 978245 982309 985404 988889 995252 998643 1002056 1003251 1009155 1010348 1016851 1017308 1020305 1026776 1030523 1033511 1037770 1040537 1044483 1044492 1048210 '
'9271 Haag Gardens',848369,832509,864229,19,8,38,'962740 966839 966401 970194 974225 977101 984216 984021 987516 991133 998205 998844 1004665 1005835 1008684 1014894 1018607 1022450 1025804 1029275 1029457 1033426 1037066 1043397 1044044 1050558 1053833 1057637 1057556 1061537 1067995 1071120 1071830 1078303 1079318 1085788 1089355 1088870 1095536 1096527 1102480 1106794 1109565 1113793 1117200 1119953 1124232 1123989 1128280 1131849 1137922 1138467 1142293 1148290 1149344 1152405 1155927 1159274 1165580 1166262 1172959 1173147 1176947 1183787 1183868 1189909 1194049 1194553 1197692 1204333 1207432 1211351 1214679 1218578 1219127 1222443 1226151 1232337 1236003 1236419 1239684 1243858 1250315 1249870 1257331 1260560 1260969 1264398 1271225 1271680 1277930 1278454 1282117 1284875 1291832 1295633 1298950 1299418 1302868 1306586 1309385 1313453 1319547 1320290 1323447 1327378 1330964 1334815 1337640 1344103 1345290 1351304 1355022 1355329 1362348 1365610 1365598 1372412 1375821 1379480 '
'711 Schneider Prairie',663446,648865,678027,89,2,6,'901110 907130 907487 910804 914715 921097 921276 925127 931504 932144 935273 942517 945516 945938 952305 953156 959531 960431 963659 967519 970992 976743 977898 980753 984797 990942 991562 995320 1001701 1005598 1008706 1009399 1013051 1019095 1022303 1026448 1027127 1029794 1034182 1039778 1043360 1043739 1048160 1050951 1057660 1058370 1064753 1065330 1069163 1071929 1078280 1082648 1082311 1086358 1089464 1096510 1099350 1100583 1106283 1109907 1110591 1117215 1117820 1124368 1127470 1128528 1134967 1135164 1141694 1145507 1148920 1151781 1152795 1156045 1162917 1163060 1170181 1173544 1174175 1180018 1180279 1187005 1187337 1191189 1194498 1198692 1204334 1208057 1211970 1212608 1215503 1222466 1225282 1228966 1233169 1233404 1236560 1239769 1246696 1246949 1253554 1257205 1260296 1261021 1268123 1271540 1274603 1275204 1278403 1281877 1285428 1292403 1295523 1296007 1299202 1305704 1306262 1310528 1316628 1319705 '
'324 Jeremie Parkway',799352,780499,818205,21,3,31,'998046 997776 1004802 1005275 1011260 1011865 1015279 1019572 1025802 1026459 1032678 1036177 1036654 1043691 1046681 1047528 1053985 1054282 1057966 1064349 1064718 1071029 1074550 1078351 1081633 1082290 1085565 1089708 1092536 1095840 1100015 1103577 1109588 1110504 1113974 1117147 1121147 1124607 1128180 1134092 1137755 1141688 1141803 1144784 1152095 1152264 1156117 1161880 1163079 1168774 1169698 1175854 1179709 1180347 1186531 1186772 1194191 1197632 1197890 1204384 1208181 1208010 1211998 1215570 1222179 1222154 1225420 1229473 1235510 1236347 1239965 1245913 1249783 1250387 1253763 1257700 1264114 1264013 1270910 1274020 1275062 1277774 1281679 1288467 1291365 1295621 1295563 1301825 1302297 1305975 1309824 1312738 1319776 1320005 1323224 1330465 1333687 1337462 1340713 1341281 1348166 1350957 1351568 1355320 1358271 1361856 1366188 1369104 1375665 1379252 1382827 1386208 1386265 1390548 1397068 1399739 1403506 1407373 1410296 1411613 '
'92752 Lewis Rapid',827503,809767,845239,75,14,33,'882260 885087 888876 891986 898723 902895 906395 909210 913040 916299 919672 923427 923676 930505 931436 937119 938339 941039 944851 948463 952015 955533 961513 962911 966163 972060 972547 976799 982788 983320 990053 990848 997333 997428 1000995 1007549 1007862 1014416 1018399 1021616 1024615 1025778 1031722 1031963 1038884 1042260 1043297 1045964 1053361 1053511 1059453 1063357 1067341 1067806 1073972 1077155 1080987 1081438 1087643 1091343 1091758 1098893 1099417 1102066 1109000 1109527 1113332 1119102 1123018 1123629 1129905 1133385 1133799 1140753 1144183 1147646 1148231 1151726 1154639 1161560 1162308 1168216 1168460 1175760 1179195 1182407 1182665 1189602 1192790 1193421 1196744 1200427 1203892 1210354 1214313 1217767 1218262 1220958 1228388 1228340 1234699 1238658 1239219 1245338 1249350 1249774 1255517 1259629 1262908 1263872 1267223 1270388 1273806 1277859 1283817 1284538 1287885 1294569 1297813 1301924 '
'33298 Zboncak Dam',905650,894305,916995,78,7,44,'705263 711477 712315 716128 719905 723032 726555 733217 733676 739792 740860 747373 747120 751266 757740 761306 764546 768230 768546 775199 775794 781678 782957 788767 792178 793357 796704 799531 803431 809876 813542 817218 817616 823768 827827 828333 831244 837766 841328 842171 845300 851666 855298 855639 862197 865796 866570 872701 876767 879979 880024 883693 890446 893881 894564 897788 904369 907901 908765 915258 918764 922062 922408 926041 932377 935610 939592 939796 946620 946835 953033 956650 957901 964464 967760 967903 971903 974815 978930 982278 988501 991513 995081 998727 999228 1006445 1009745 1009956 1016353 1019857 1023073 1023878 1027189 1034057 1034675 1037821 1041894 1047910 1048453 1051500 1058603 1059397 1062281 1066294 1072329 1073279 1079645 1080213 1086888 1086697 1090727 1097189 1097684 1101259 1107078 1108159 1114117 1114562 1121591 1121644 '
'851 Davis Street',987329,969134,1005524,52,5,39,'779973 784126 784262 787768 791405 795123 801533 805368 805450 812109 815493 819369 822083 823165 829437 829927 836875 840347 839935 847129 847372 851089 857786 858092 864066 868049 868152 871623 875801 878432 885773 885891 892474 892913 895914 900157 906376 906913 913870 914377 920232 923839 927071 927938 934789 937570 938840 945071 948725 951431 955326 956167 962181 962736 969648 970378 976636 976413 983239 986722 987702 993584 994262 1000672 1001138 1007415 1010955 1011815 1018574 1018901 1022006 1028952 1032012 1035767 1039133 1040195 1043849 1049657 1050115 1054283 1057226 1061097 1067614 1070557 1074584 1075016 1081298 1082095 1087994 1091827 1095090 1095449 1102558 1102993 1109764 1112653 1116443 1116502 1120380 1123907 1130240 1133541 1136891 1137601 1141539 1144693 1151100 1155055 1154920 1159071 1162208 1165453 1172106 1172504 1176638 1180122 1183354 1187301 1193854 1196721 '
'13216 Romaguera Plain',760999,743990,778008,64,17,6,'945785 949544 953417 959777 960583 966309 970115 970295 973737 977599 981354 984724 991350 994563 998066 1001271 1005527 1008812 1009554 1013008 1015655 1019898 1026018 1027057 1033213 1037018 1036726 1043600 1043647 1050559 1051090 1054938 1060980 1061791 1068240 1071270 1074788 1075347 1082437 1085888 1088900 1089481 1092962 1099780 1103619 1106174 1110249 1110667 1117080 1117636 1120666 1124195 1130975 1131504 1137746 1138542 1142569 1146054 1149579 1155269 1159498 1162694 1165814 1166931 1173289 1173859 1177292 1180930 1183814 1187331 1194215 1197141 1198318 1205019 1207975 1208801 1215465 1215932 1222260 1222776 1229459 1232214 1232797 1239577 1242640 1243511 1250071 1253722 1253736 1260464 1261094 1264831 1268486 1271353 1278341 1281653 1284835 1288190 1288914 1293086 1295688 1302794 1306240 1306790 1313061 1313548 1316935 1320444 1327510 1330967 1333979 1334361 1338318 1341410 1345586 1348674 1352225 1355794 1361838 1365771 '
'220 Franecki Place',708585,696587,720583,50,15,9,'945008 949110 951977 952245 959588 959311 966159 966460 970051 977134 980697 984035 984367 991073 994448 994614 998504 1004690 1005083 1008294 1015273 1015470 1019604 1025700 1025967 1033139 1033355 1040177 1039717 1046664 1047040 1051033 1053921 1058025 1061235 1064852 1070851 1071359 1078510 1081639 1082645 1085579 1089523 1096085 1099268 1100198 1106677 1109354 1112868 1116769 1116901 1120608 1127016 1130395 1134436 1134429 1141134 1144819 1145006 1148210 1155679 1158568 1158931 1162895 1165952 1172739 1175948 1179596 1180206 1186895 1187691 1191045 1193861 1200897 1204313 1205183 1210885 1215170 1215138 1218809 1222115 1228308 1232621 1235860 1236206 1242837 1242774 1246821 1253060 1253384 1260203 1260543 1264029 1267388 1271615 1274878 1280829 1284450 1288155 1291209 1291759 1295248 1298916 1305731 1309149 1309326 1316161 1316538 1322986 1323832 1330494 1330282 1336746 1337526 1344167 1347406 1351654 1351263 1358156 1358817 '
'4320 Kozey Track',796412,785319,807505,10,14,4,'674276 677919 677712 681586 687561 688805 695139 698772 701766 705437 709082 712172 713342 719130 723421 723667 730076 730840 736982 737307 740740 744306 748430 754046 754944 761255 764674 768352 771906 772517 776247 779575 786320 789169 789633 793673 796734 803444 804242 810982 814163 817551 817815 824066 825014 831774 835490 838417 839470 845167 848591 852402 853132 856116 863195 863405 867490 870053 877255 880376 883684 884374 887852 891430 894564 898172 904626 905447 911807 915970 919249 919007 926470 929781 933209 933582 937322 943519 947258 947960 951419 954649 960585 964874 968453 968978 975221 975965 982368 982790 986174 992069 992765 996413 1000002 1006575 1007121 1013331 1017026 1020243 1021488 1027332 1028416 1034002 1038483 1038854 1041834 1048472 1052489 1052722 1059022 1059149 1066233 1069735 1073100 1073821 1076729 1080861 1083568 1087724 '
'959 Bernard Place',567788,556404,579172,76,5,28,'903601 906914 912903 913849 920171 920647 926847 927483 931586 937863 940864 944424 948109 948695 955449 955403 959544 962978 968739 969270 972836 976192 982671 983224 987147 990229 994050 997550 1004619 1004801 1007771 1011768 1014736 1018858 1022253 1028836 1029387 1033097 1036624 1039641 1043135 1046344 1053564 1053863 1060193 1063768 1064305 1067250 1071444 1077319 1078608 1085009 1088026 1091970 1095224 1095296 1099423 1105704 1106236 1113108 1116629 1116614 1123313 1126540 1129716 1130853 1134582 1140845 1143781 1147284 1151583 1151336 1158118 1161484 1161922 1165473 1172218 1175160 1179565 1179816 1186608 1189615 1192786 1196237 1197070 1200232 1206782 1210313 1214242 1214998 1218097 1221572 1225089 1228659 1231775 1238188 1238746 1242998 1246168 1249288 1255666 1259865 1260312 1263824 1270520 1273294 1277516 1277944 1281050 1287988 1287805 1294674 1298483 1298894 1301712 1305619 1309098 1312941 1315651 1319485 '
'8025 Kara Meadow',729348,713877,744819,23,5,41,'569522 575445 579455 579432 585817 590035 593562 596534 599661 601017 606676 610908 613637 617829 620835 621533 625000 628315 635200 635925 639031 643060 646211 652765 656538 656986 660397 666292 670287 673338 677472 680151 681228 684951 687714 694586 698242 698461 701901 705898 709201 715343 719535 719684 723370 729103 732818 733306 740480 743246 744080 750241 754177 757522 761198 761554 765561 771986 775513 778301 782415 785620 785936 790026 795824 796342 803142 803784 809987 810593 816710 817401 824544 824255 831348 834574 838002 838517 841892 845368 848691 852239 858740 862983 866383 866150 873383 876973 877314 880652 887332 890359 890647 897253 898102 901167 905502 911327 915504 919063 919341 922192 928919 933016 935657 936349 939917 946359 950022 950864 953923 960925 961458 967476 967730 971203 974867 981629 982294 988132 '
'7559 Cummerata Path',542576,526543,558609,97,11,48,'628039 630846 632135 634801 638658 642070 648316 652634 655707 656241 662308 663549 670008 673498 673818 679886 681249 687484 687799 693769 697598 701232 701770 708357 711970 714776 716187 719323 723137 729675 729382 735984 736671 743716 744186 747513 753493 753869 758255 764354 767825 770893 771908 778476 781756 785642 785657 789052 792913 798859 802447 806437 810075 810581 816463 817245 820316 827254 828190 830986 835049 841569 844592 848323 848505 855188 855382 859316 865711 865862 870177 876645 880009 883395 883361 890044 890758 893851 901021 900918 907523 911708 911480 918296 922033 925418 929120 932425 932779 936306 939308 943673 946319 953367 956304 957271 963354 964369 967468 974245 974731 980915 981402 984779 991759 992073 995997 1001863 1005385 1005957 1010201 1016106 1016290 1020338 1026883 1030708 1033574 1034369 1037976 1044315 '
